weight,age,height,size,BMI,Body_Shape
65,30,165.1,XXXL,23.84620154,Regular
65,34,160.02,XXXL,25.38427853,Curvy
70,31,180.34,XL,21.52355029,Regular
61,45,167.64,XXXL,21.70573671,Regular
62,38,170.18,L,21.40792876,Regular
47,39,154.94,XXS,19.57810957,Slim
54,32,162.56,S,20.43461118,Regular
65,29,162.56,L,24.59721716,Regular
61,29,167.64,M,21.70573671,Regular
49,26,154.94,XXS,20.41122061,Regular
62,33,172.72,L,20.78291354,Regular
63,29,162.56,L,23.84037971,Regular
53,35,167.64,XXS,18.85908271,Slim
56,26,170.18,S,19.33619372,Regular
71,34,162.56,XXXL,26.86772952,Curvy
72,30,175.26,XXXL,23.44050057,Regular
79,29,177.8,XXXL,24.9898459,Curvy
45,59,162.56,XXS,17.02884265,Slim
57,34,162.56,M,21.56986736,Regular
54,34,162.56,S,20.43461118,Regular
70,28,177.8,L,22.14290143,Regular
61,45,167.64,XXXL,21.70573671,Regular
55,33,162.56,M,20.81302991,Regular
65,49,165.1,L,23.84620154,Regular
63,32,162.56,L,23.84037971,Regular
50,22,162.56,S,18.92093628,Regular
59,31,165.1,M,21.6450137,Regular
65,34,162.56,L,24.59721716,Regular
57,49,165.1,M,20.91128443,Regular
58,37,165.1,M,21.27814907,Regular
48,33,162.56,S,18.16409883,Slim
63,29,165.1,XL,23.11247226,Regular
59,29,162.56,M,22.32670481,Regular
61,32,170.18,M,21.06263959,Regular
61,43,177.8,S,19.29595696,Slim
61,32,165.1,S,22.37874298,Regular
63,34,172.72,L,21.11812182,Regular
52,33,160.02,XXS,20.30742283,Regular
60,32,172.72,L,20.11249697,Regular
47,23,162.56,XXS,17.7856801,Slim
63,33,172.72,XL,21.11812182,Regular
81,28,175.26,XXXL,26.37056314,Curvy
54,33,170.18,S,18.64561537,Slim
54,33,160.02,XXS,21.08847755,Regular
58,24,165.1,XXS,21.27814907,Regular
63,49,170.18,L,21.75321793,Regular
64,28,167.64,XL,22.77323196,Regular
47,43,157.48,S,18.95165081,Slim
49,34,160.02,S,19.13584074,Slim
68,20,157.48,XXXL,27.41940968,Curvy
65,31,160.02,L,25.38427853,Curvy
65,31,167.64,XL,23.12906371,Regular
61,34,167.64,L,21.70573671,Regular
63,29,172.72,L,21.11812182,Regular
63,24,167.64,XL,22.41740021,Regular
56,28,160.02,M,21.86953228,Regular
59,30,167.64,M,20.99407321,Regular
58,29,177.8,M,18.34697547,Slim
56,33,160.02,M,21.86953228,Regular
51,33,162.56,XXS,19.299355,Slim
61,36,175.26,M,19.85931298,Slim
64,27,160.02,XL,24.99375117,Curvy
62,48,165.1,M,22.74560762,Regular
69,44,170.18,XXXL,23.82495297,Regular
72,40,180.34,L,22.13850887,Regular
55,29,162.56,S,20.81302991,Regular
60,29,165.1,M,22.01187834,Regular
58,26,162.56,M,21.94828608,Regular
55,29,167.64,XXS,19.57074621,Regular
47,29,160.02,XXS,18.35478602,Slim
55,28,157.48,M,22.17746371,Regular
77,42,175.26,XXXL,25.06831311,Curvy
68,26,162.56,XL,25.73247334,Curvy
48,39,154.94,M,19.99466509,Slim
61,29,162.56,M,23.08354226,Regular
50,26,157.48,S,20.16133065,Regular
54,39,162.56,M,20.43461118,Regular
45,36,157.48,XXS,18.14519758,Slim
79,25,160.02,XXXL,30.8516616,Curvy
61,35,157.48,XL,24.59682339,Regular
49,29,157.48,S,19.75810403,Regular
56,31,175.26,XL,18.23150044,Slim
74,56,160.02,XXXL,28.89902479,Curvy
72,29,154.94,XXXL,29.99199764,Curvy
50,64,165.1,M,18.34323195,Slim
65,30,177.8,XL,20.56126561,Regular
69,35,157.48,XXXL,27.82263629,Curvy
63,47,172.72,L,21.11812182,Regular
54,21,160.02,L,21.08847755,Regular
68,44,157.48,XXXL,27.41940968,Curvy
63,31,165.1,XL,23.11247226,Regular
56,35,162.56,L,21.19144863,Regular
49,24,167.64,XXS,17.43575572,Slim
56,27,149.86,M,24.93541327,Curvy
65,27,165.1,XL,23.84620154,Regular
79,59,175.26,XXXL,25.71943812,Regular
63,24,162.56,M,23.84037971,Regular
108,33,182.88,XXXL,32.29173125,Curvy
61,40,162.56,L,23.08354226,Regular
54,51,167.64,S,19.21491446,Slim
54,22,172.72,XXS,18.10124728,Slim
63,27,160.02,L,24.60322381,Regular
61,48,170.18,XL,21.06263959,Regular
49,42,162.56,S,18.54251755,Slim
56,28,154.94,XL,23.32710927,Regular
56,21,167.64,S,19.92657796,Regular
63,33,170.18,L,21.75321793,Regular
54,35,170.18,XXS,18.64561537,Slim
58,31,162.56,M,21.94828608,Regular
81,44,180.34,XXXL,24.90582248,Regular
57,33,170.18,XXS,19.68148289,Slim
56,29,167.64,S,19.92657796,Regular
49,32,160.02,XXS,19.13584074,Slim
88,29,165.1,XXXL,32.28408824,Curvy
66,32,172.72,XL,22.12374667,Regular
57,29,157.48,M,22.98391694,Regular
63,27,167.64,XL,22.41740021,Regular
65,44,170.18,XXXL,22.44379628,Regular
58,30,167.64,M,20.63824146,Regular
55,28,152.4,M,23.68060292,Regular
65,32,175.26,M,21.16156301,Regular
63,29,170.18,XL,21.75321793,Regular
68,59,165.1,M,24.94679546,Regular
54,20,162.56,M,20.43461118,Regular
65,37,175.26,L,21.16156301,Regular
61,26,170.18,M,21.06263959,Regular
53,48,162.56,M,20.05619246,Regular
72,32,175.26,L,23.44050057,Regular
58,45,172.72,M,19.44208041,Slim
58,63,170.18,XL,20.02677207,Slim
65,30,170.18,XXXL,22.44379628,Regular
63,55,167.64,L,22.41740021,Regular
68,27,162.56,XL,25.73247334,Curvy
72,39,167.64,XL,25.61988595,Curvy
72,37,165.1,XXXL,26.41425401,Curvy
65,32,162.56,XL,24.59721716,Regular
58,26,162.56,M,21.94828608,Regular
68,29,180.34,L,20.90859171,Regular
62,47,170.18,L,21.40792876,Regular
68,31,165.1,XXXL,24.94679546,Regular
58,32,165.1,M,21.27814907,Regular
49,31,162.56,XXS,18.54251755,Slim
68,37,167.64,M,24.19655895,Regular
63,35,172.72,M,21.11812182,Regular
68,62,167.64,XXXL,24.19655895,Regular
56,31,160.02,L,21.86953228,Regular
63,29,160.02,L,24.60322381,Regular
49,36,152.4,S,21.09726442,Regular
48,29,162.56,XXS,18.16409883,Slim
63,31,175.26,M,20.510438,Regular
79,40,162.56,XXXL,29.89507932,Curvy
68,33,172.72,L,22.79416324,Regular
61,25,167.64,M,21.70573671,Regular
68,24,170.18,XL,23.4796638,Regular
56,36,165.1,M,20.54441979,Regular
58,30,162.56,M,21.94828608,Regular
52,28,157.48,S,20.96778387,Regular
97,31,175.26,XXXL,31.57956326,Curvy
58,40,165.1,XL,21.27814907,Regular
61,46,177.8,M,19.29595696,Slim
54,36,175.26,S,17.58037543,Slim
58,27,160.02,S,22.650587,Regular
62,28,154.94,M,25.82644241,Curvy
63,40,165.1,M,23.11247226,Regular
60,28,160.02,M,23.43164172,Regular
58,30,154.94,L,24.16022032,Regular
64,61,162.56,XXXL,24.21879844,Regular
55,34,162.56,S,20.81302991,Regular
65,39,157.48,XXXL,26.20972984,Curvy
52,32,157.48,S,20.96778387,Regular
74,29,177.8,XL,23.40821008,Regular
72,44,160.02,XXXL,28.11797007,Curvy
49,24,167.64,XXS,17.43575572,Slim
68,38,180.34,L,20.90859171,Regular
79,25,175.26,XXXL,25.71943812,Curvy
56,27,162.56,XXS,21.19144863,Regular
60,29,172.72,S,20.11249697,Regular
68,28,157.48,XXL,27.41940968,Curvy
70,31,167.64,XL,24.90822245,Regular
80,32,165.1,XL,29.34917112,Curvy
58,36,167.64,M,20.63824146,Regular
58,29,162.56,S,21.94828608,Regular
68,36,177.8,XL,21.5102471,Regular
70,34,170.18,XL,24.17024215,Regular
58,45,165.1,XL,21.27814907,Regular
54,37,157.48,M,21.7742371,Regular
62,38,165.1,L,22.74560762,Regular
53,35,172.72,XL,17.76603899,Slim
61,31,165.1,M,22.37874298,Regular
68,34,170.18,L,23.4796638,Regular
58,26,172.72,L,19.44208041,Regular
72,44,170.18,XL,24.86082049,Regular
63,27,147.32,L,29.02800098,Curvy
54,32,157.48,XXS,21.7742371,Regular
58,27,160.02,M,22.650587,Regular
68,28,162.56,L,25.73247334,Curvy
72,21,175.26,XL,23.44050057,Regular
58,25,160.02,M,22.650587,Regular
63,23,154.94,M,26.24299793,Curvy
61,32,165.1,L,22.37874298,Regular
52,55,157.48,L,20.96778387,Slim
57,34,165.1,L,20.91128443,Regular
58,50,165.1,L,21.27814907,Regular
65,29,172.72,M,21.78853839,Regular
63,34,162.56,XL,23.84037971,Regular
44,31,160.02,XXS,17.18320393,Slim
58,27,165.1,M,21.27814907,Regular
56,31,160.02,M,21.86953228,Regular
61,56,170.18,M,21.06263959,Regular
54,57,160.02,L,21.08847755,Regular
63,26,160.02,XL,24.60322381,Regular
53,26,167.64,M,18.85908271,Regular
72,31,165.1,XL,26.41425401,Curvy
63,36,170.18,XXXL,21.75321793,Regular
52,29,160.02,XXS,20.30742283,Regular
65,29,170.18,M,22.44379628,Regular
61,30,160.02,M,23.82216909,Regular
63,40,175.26,XL,20.510438,Regular
57,43,175.26,M,18.55706295,Slim
68,35,172.72,XXXL,22.79416324,Regular
61,37,170.18,M,21.06263959,Regular
61,31,157.48,M,24.59682339,Regular
49,35,165.1,XXS,17.97636731,Slim
61,31,170.18,L,21.06263959,Regular
88,52,185.42,XXXL,25.59584778,Regular
63,33,172.72,L,21.11812182,Regular
54,30,160.02,S,21.08847755,Regular
52,39,152.4,M,22.38893367,Regular
63,28,160.02,L,24.60322381,Regular
56,37,162.56,M,21.19144863,Regular
57,26,154.94,M,23.74366479,Regular
72,24,170.18,XL,24.86082049,Regular
68,31,170.18,XXXL,23.4796638,Regular
61,34,160.02,L,23.82216909,Regular
68,41,162.56,XXXL,25.73247334,Curvy
69,29,175.26,L,22.46381304,Regular
59,36,167.64,M,20.99407321,Regular
46,43,157.48,S,18.54842419,Slim
63,27,165.1,L,23.11247226,Regular
50,28,162.56,M,18.92093628,Regular
52,31,157.48,S,20.96778387,Regular
61,21,170.18,XL,21.06263959,Regular
61,21,160.02,L,23.82216909,Regular
65,31,162.56,XL,24.59721716,Regular
52,38,154.94,M,21.66088718,Regular
58,51,167.64,L,20.63824146,Slim
52,34,157.48,S,20.96778387,Regular
63,35,160.02,L,24.60322381,Regular
63,30,180.34,M,19.37119526,Regular
72,32,157.48,XXXL,29.03231613,Curvy
54,35,162.56,XXS,20.43461118,Regular
58,55,162.56,M,21.94828608,Regular
58,30,172.72,S,19.44208041,Regular
62,29,157.48,M,25.00005,Curvy
52,38,154.94,XXS,21.66088718,Regular
61,38,154.94,XXXL,25.40988689,Curvy
58,38,167.64,M,20.63824146,Regular
52,32,157.48,XXS,20.96778387,Regular
72,31,160.02,XXXL,28.11797007,Curvy
77,28,167.64,XXXL,27.3990447,Curvy
59,61,165.1,XL,21.6450137,Regular
58,20,167.64,M,20.63824146,Regular
60,31,160.02,M,23.43164172,Regular
70,26,162.56,XXXL,26.48931079,Curvy
72,16,177.8,XL,22.77555576,Regular
58,23,175.26,M,18.88262546,Regular
49,27,170.18,XXS,16.9191695,Slim
56,28,160.02,S,21.86953228,Regular
58,30,160.02,L,22.650587,Regular
74,38,170.18,XXXL,25.55139884,Curvy
74,38,162.56,XXXL,28.00298569,Curvy
58,34,175.26,S,18.88262546,Slim
68,29,180.34,L,20.90859171,Regular
51,37,160.02,XXS,19.91689546,Slim
50,30,160.02,XXS,19.5263681,Regular
65,27,172.72,M,21.78853839,Regular
58,31,165.1,M,21.27814907,Regular
55,32,172.72,M,18.43645556,Slim
47,36,160.02,S,18.35478602,Slim
70,37,172.72,XL,23.4645798,Regular
72,34,167.64,XXXL,25.61988595,Curvy
54,27,160.02,M,21.08847755,Regular
58,30,172.72,S,19.44208041,Regular
54,24,165.1,M,19.81069051,Regular
81,29,160.02,XXXL,31.63271633,Curvy
58,41,157.48,XL,23.38714355,Regular
62,27,157.48,L,25.00005,Curvy
53,34,149.86,L,23.59958756,Regular
58,33,175.26,L,18.88262546,Slim
52,32,160.02,XXS,20.30742283,Regular
56,38,157.48,M,22.58069032,Regular
63,20,167.64,L,22.41740021,Regular
56,36,160.02,L,21.86953228,Regular
68,34,160.02,XL,26.55586062,Curvy
47,27,152.4,XXS,20.23615158,Regular
70,36,170.18,XL,24.17024215,Regular
58,43,157.48,M,23.38714355,Regular
61,46,175.26,XL,19.85931298,Slim
70,28,172.72,XL,23.4645798,Regular
56,37,170.18,L,19.33619372,Slim
59,31,160.02,XL,23.04111436,Regular
65,52,165.1,XL,23.84620154,Regular
65,26,167.64,L,23.12906371,Regular
97,32,172.72,XXXL,32.51520344,Curvy
51,38,162.56,S,19.299355,Slim
72,37,175.26,XL,23.44050057,Regular
72,29,170.18,XXXL,24.86082049,Regular
63,36,170.18,XL,21.75321793,Regular
69,32,170.18,XL,23.82495297,Regular
82,33,172.72,XXXL,27.4870792,Curvy
54,28,157.48,S,21.7742371,Regular
56,20,177.8,S,17.71432114,Slim
57,37,172.72,M,19.10687212,Slim
58,26,172.72,XL,19.44208041,Regular
61,24,162.56,M,23.08354226,Regular
49,29,157.48,XXS,19.75810403,Regular
56,35,162.56,M,21.19144863,Regular
63,32,170.18,M,21.75321793,Regular
65,43,162.56,XL,24.59721716,Regular
99,29,177.8,XXXL,31.31638916,Curvy
53,48,162.56,S,20.05619246,Regular
63,27,175.26,M,20.510438,Regular
59,37,162.56,XL,22.32670481,Regular
63,35,165.1,XL,23.11247226,Regular
95,24,175.26,XXXL,30.92843825,Curvy
55,34,167.64,S,19.57074621,Slim
58,77,165.1,XXXL,21.27814907,Regular
54,52,160.02,S,21.08847755,Regular
49,35,154.94,M,20.41122061,Regular
49,35,157.48,S,19.75810403,Slim
56,40,165.1,M,20.54441979,Regular
68,32,160.02,XL,26.55586062,Curvy
58,29,167.64,M,20.63824146,Regular
58,24,160.02,S,22.650587,Regular
60,45,167.64,XL,21.34990496,Regular
56,34,160.02,M,21.86953228,Regular
54,41,162.56,M,20.43461118,Regular
59,46,167.64,L,20.99407321,Regular
63,28,170.18,L,21.75321793,Regular
62,48,172.72,XXXL,20.78291354,Regular
61,70,165.1,XL,22.37874298,Regular
58,32,157.48,L,23.38714355,Regular
67,51,175.26,XXXL,21.81268803,Regular
68,32,177.8,L,21.5102471,Regular
68,27,175.26,XL,22.13825054,Regular
63,30,170.18,M,21.75321793,Regular
65,47,172.72,XXXL,21.78853839,Regular
68,32,172.72,M,22.79416324,Regular
63,23,177.8,L,19.92861129,Regular
79,39,172.72,XXXL,26.48145435,Curvy
68,43,175.26,XL,22.13825054,Regular
52,45,157.48,M,20.96778387,Regular
76,42,177.8,XXXL,24.04086441,Regular
49,30,160.02,XXS,19.13584074,Regular
81,28,165.1,XXXL,29.71603576,Curvy
65,25,170.18,L,22.44379628,Regular
58,27,170.18,S,20.02677207,Regular
63,30,170.18,L,21.75321793,Regular
70,34,165.1,XXXL,25.68052473,Curvy
58,42,165.1,M,21.27814907,Regular
67,31,170.18,L,23.13437463,Regular
49,24,160.02,XXS,19.13584074,Regular
49,43,162.56,M,18.54251755,Slim
61,33,154.94,XL,25.40988689,Curvy
74,50,167.64,L,26.33154945,Curvy
65,26,177.8,L,20.56126561,Regular
61,38,160.02,L,23.82216909,Regular
56,28,170.18,M,19.33619372,Regular
68,47,165.1,XXXL,24.94679546,Regular
60,41,160.02,M,23.43164172,Regular
54,25,157.48,S,21.7742371,Regular
57,39,177.8,S,18.03064831,Slim
54,30,165.1,S,19.81069051,Regular
68,46,170.18,XL,23.4796638,Regular
72,35,165.1,XXXL,26.41425401,Curvy
74,43,167.64,XXXL,26.33154945,Curvy
61,39,152.4,XL,26.26394142,Curvy
52,30,162.56,S,19.67777373,Regular
62,30,167.64,M,22.06156846,Regular
73,29,149.86,XXXL,32.5050923,Curvy
63,28,167.64,M,22.41740021,Regular
51,41,160.02,S,19.91689546,Slim
52,29,170.18,S,17.95503702,Slim
55,32,162.56,S,20.81302991,Regular
68,30,177.8,L,21.5102471,Regular
61,49,175.26,L,19.85931298,Slim
77,52,160.02,XXXL,30.07060688,Curvy
62,25,167.64,M,22.06156846,Regular
58,35,165.1,L,21.27814907,Regular
54,32,162.56,M,20.43461118,Regular
53,38,175.26,S,17.25481292,Slim
61,23,182.88,M,18.23884821,Slim
46,28,165.1,S,16.8757734,Slim
54,29,152.4,S,23.2500465,Regular
68,34,170.18,L,23.4796638,Regular
74,45,167.64,XXXL,26.33154945,Curvy
77,32,170.18,XXXL,26.58726636,Curvy
72,30,177.8,XL,22.77555576,Regular
68,39,165.1,L,24.94679546,Regular
54,31,162.56,XXS,20.43461118,Regular
52,31,162.56,XXS,19.67777373,Slim
47,31,160.02,XXS,18.35478602,Slim
63,46,167.64,XL,22.41740021,Regular
63,49,170.18,L,21.75321793,Regular
68,24,157.48,XXXL,27.41940968,Curvy
58,32,162.56,S,21.94828608,Regular
77,26,175.26,XL,25.06831311,Curvy
56,30,167.64,S,19.92657796,Regular
65,31,162.56,XL,24.59721716,Regular
65,28,165.1,L,23.84620154,Regular
68,28,177.8,XXXL,21.5102471,Regular
58,39,170.18,S,20.02677207,Regular
47,35,165.1,XXS,17.24263804,Slim
65,33,160.02,XL,25.38427853,Curvy
51,43,162.56,S,19.299355,Slim
44,32,162.56,S,16.65042393,Slim
58,30,172.72,M,19.44208041,Regular
58,38,157.48,M,23.38714355,Regular
58,31,170.18,M,20.02677207,Regular
58,30,160.02,S,22.650587,Regular
56,33,162.56,S,21.19144863,Regular
58,32,157.48,XL,23.38714355,Regular
53,34,170.18,S,18.3003262,Slim
54,33,154.94,M,22.49399823,Regular
61,39,167.64,L,21.70573671,Regular
54,33,157.48,S,21.7742371,Regular
56,27,157.48,L,22.58069032,Regular
58,39,165.1,L,21.27814907,Regular
63,31,170.18,M,21.75321793,Regular
65,31,162.56,L,24.59721716,Regular
58,32,165.1,S,21.27814907,Regular
63,30,167.64,L,22.41740021,Regular
56,32,157.48,M,22.58069032,Regular
56,28,167.64,M,19.92657796,Regular
68,37,165.1,XXXL,24.94679546,Regular
58,24,175.26,M,18.88262546,Regular
51,43,152.4,XXS,21.95837725,Regular
52,26,170.18,XXS,17.95503702,Slim
67,45,172.72,XL,22.45895495,Regular
68,46,157.48,XXXL,27.41940968,Curvy
68,31,157.48,XXXL,27.41940968,Curvy
62,50,170.18,L,21.40792876,Regular
62,34,165.1,M,22.74560762,Regular
65,29,167.64,L,23.12906371,Regular
68,31,170.18,L,23.4796638,Regular
56,28,170.18,L,19.33619372,Regular
55,31,160.02,S,21.47900491,Regular
81,52,165.1,XXXL,29.71603576,Curvy
46,40,157.48,S,18.54842419,Slim
55,33,167.64,S,19.57074621,Slim
61,26,165.1,XL,22.37874298,Regular
61,44,165.1,L,22.37874298,Regular
68,34,160.02,M,26.55586062,Curvy
52,29,157.48,XXS,20.96778387,Regular
58,35,167.64,L,20.63824146,Regular
74,53,170.18,XXXL,25.55139884,Regular
49,31,160.02,XXS,19.13584074,Slim
68,38,172.72,M,22.79416324,Regular
58,25,165.1,M,21.27814907,Regular
63,29,177.8,XXXL,19.92861129,Regular
99,60,157.48,XXXL,39.91943468,Curvy
53,29,162.56,M,20.05619246,Regular
58,29,162.56,M,21.94828608,Regular
63,30,167.64,XL,22.41740021,Regular
58,23,162.56,M,21.94828608,Regular
74,35,177.8,XL,23.40821008,Regular
58,17,170.18,M,20.02677207,Regular
47,32,154.94,S,19.57810957,Slim
63,32,172.72,XL,21.11812182,Regular
60,55,165.1,L,22.01187834,Regular
56,36,160.02,L,21.86953228,Regular
50,36,147.32,M,23.03809602,Regular
56,44,160.02,M,21.86953228,Regular
47,27,157.48,S,18.95165081,Regular
63,26,160.02,XL,24.60322381,Regular
45,39,160.02,XXS,17.57373129,Slim
56,46,167.64,S,19.92657796,Slim
50,23,157.48,M,20.16133065,Regular
63,27,170.18,M,21.75321793,Regular
57,45,172.72,M,19.10687212,Slim
74,49,157.48,XXXL,29.83876935,Curvy
56,32,157.48,S,22.58069032,Regular
65,31,167.64,XL,23.12906371,Regular
63,20,157.48,XL,25.40327661,Curvy
55,34,167.64,M,19.57074621,Slim
58,28,167.64,M,20.63824146,Regular
68,32,167.64,XL,24.19655895,Regular
56,56,165.1,M,20.54441979,Slim
58,31,167.64,M,20.63824146,Regular
53,46,157.48,M,21.37101048,Regular
70,31,175.26,XL,22.78937555,Regular
61,37,162.56,XXXL,23.08354226,Regular
58,59,165.1,L,21.27814907,Regular
79,48,177.8,XXXL,24.9898459,Regular
53,33,152.4,XL,22.81949008,Regular
61,33,160.02,M,23.82216909,Regular
65,33,170.18,XL,22.44379628,Regular
81,34,172.72,XL,27.15187091,Curvy
49,29,157.48,S,19.75810403,Regular
86,27,172.72,XXXL,28.82791233,Curvy
70,38,160.02,XXXL,27.33691534,Curvy
81,33,175.26,XXXL,26.37056314,Curvy
54,45,152.4,M,23.2500465,Regular
59,29,165.1,M,21.6450137,Regular
61,34,160.02,M,23.82216909,Regular
64,27,162.56,L,24.21879844,Regular
68,30,180.34,XL,20.90859171,Regular
65,30,162.56,XXXL,24.59721716,Regular
58,34,180.34,S,17.83379881,Slim
54,35,157.48,S,21.7742371,Regular
58,40,162.56,M,21.94828608,Regular
61,29,165.1,M,22.37874298,Regular
61,28,162.56,M,23.08354226,Regular
69,29,165.1,XL,25.31366009,Curvy
72,29,165.1,XXXL,26.41425401,Curvy
54,31,160.02,S,21.08847755,Regular
52,68,160.02,L,20.30742283,Slim
61,32,170.18,M,21.06263959,Regular
63,43,162.56,XL,23.84037971,Regular
61,48,162.56,XXXL,23.08354226,Regular
63,32,167.64,M,22.41740021,Regular
68,28,167.64,XXXL,24.19655895,Regular
56,27,170.18,M,19.33619372,Regular
54,24,167.64,S,19.21491446,Regular
68,31,180.34,XXXL,20.90859171,Regular
79,32,157.48,XXXL,31.85490242,Curvy
69,31,162.56,XXXL,26.11089207,Curvy
58,20,165.1,S,21.27814907,Regular
72,29,177.8,M,22.77555576,Regular
68,45,172.72,M,22.79416324,Regular
65,24,172.72,XXXL,21.78853839,Regular
63,32,172.72,XL,21.11812182,Regular
56,25,162.56,S,21.19144863,Regular
52,32,152.4,XXS,22.38893367,Regular
49,39,160.02,XXS,19.13584074,Slim
65,31,160.02,XL,25.38427853,Curvy
56,32,172.72,M,18.77166384,Slim
57,34,162.56,M,21.56986736,Regular
48,20,160.02,XXS,18.74531338,Regular
63,48,180.34,L,19.37119526,Slim
115,28,170.18,XXXL,39.70825496,Curvy
58,26,170.18,XL,20.02677207,Regular
74,24,185.42,L,21.52378108,Regular
59,40,165.1,M,21.6450137,Regular
68,37,170.18,XXXL,23.4796638,Regular
54,44,170.18,S,18.64561537,Slim
108,33,177.8,XXXL,34.16333363,Curvy
68,37,175.26,XL,22.13825054,Regular
54,42,160.02,M,21.08847755,Regular
56,55,165.1,M,20.54441979,Slim
52,29,170.18,XXS,17.95503702,Slim
55,27,157.48,M,22.17746371,Regular
54,37,165.1,S,19.81069051,Slim
65,27,162.56,XXXL,24.59721716,Regular
66,27,157.48,L,26.61295645,Curvy
58,30,165.1,L,21.27814907,Regular
77,32,167.64,XL,27.3990447,Curvy
61,32,167.64,XL,21.70573671,Regular
62,52,177.8,M,19.61228412,Slim
63,31,172.72,M,21.11812182,Regular
61,51,157.48,XL,24.59682339,Regular
51,60,152.4,S,21.95837725,Regular
70,44,165.1,XXXL,25.68052473,Curvy
72,34,162.56,XXXL,27.24614824,Curvy
113,28,165.1,XXXL,41.45570421,Curvy
74,34,175.26,XL,24.09162558,Regular
47,32,162.56,XXS,17.7856801,Slim
81,36,167.64,XXXL,28.82237169,Curvy
54,27,170.18,XXS,18.64561537,Regular
66,39,170.18,XXXL,22.78908545,Regular
74,30,172.72,XL,24.80541293,Regular
70,27,165.1,XXXL,25.68052473,Curvy
61,30,160.02,XL,23.82216909,Regular
53,33,165.1,S,19.44382587,Slim
68,29,162.56,L,25.73247334,Curvy
51,25,162.56,S,19.299355,Regular
58,33,162.56,XL,21.94828608,Regular
52,35,167.64,S,18.50325096,Slim
54,34,154.94,M,22.49399823,Regular
63,26,167.64,M,22.41740021,Regular
63,25,165.1,L,23.11247226,Regular
65,30,172.72,L,21.78853839,Regular
72,24,175.26,XXXL,23.44050057,Regular
61,39,175.26,M,19.85931298,Slim
49,20,157.48,M,19.75810403,Regular
63,34,172.72,M,21.11812182,Regular
56,28,154.94,M,23.32710927,Regular
65,32,172.72,XL,21.78853839,Regular
65,38,157.48,XL,26.20972984,Curvy
58,42,172.72,L,19.44208041,Slim
63,48,175.26,L,20.510438,Regular
43,21,162.56,XXS,16.2720052,Slim
63,37,165.1,XL,23.11247226,Regular
83,34,160.02,XXXL,32.41377105,Curvy
61,33,170.18,M,21.06263959,Regular
65,57,162.56,XXXL,24.59721716,Regular
66,42,152.4,XL,28.4167235,Curvy
61,28,175.26,XXS,19.85931298,Regular
74,29,162.56,XL,28.00298569,Curvy
52,33,160.02,S,20.30742283,Regular
56,34,167.64,L,19.92657796,Slim
56,44,162.56,M,21.19144863,Regular
61,41,172.72,M,20.44770526,Regular
59,31,167.64,M,20.99407321,Regular
63,33,175.26,XL,20.510438,Regular
58,41,172.72,M,19.44208041,Slim
72,31,177.8,XL,22.77555576,Regular
59,31,175.26,M,19.20818796,Slim
72,31,170.18,XXXL,24.86082049,Regular
58,47,167.64,M,20.63824146,Regular
60,32,157.48,M,24.19359677,Regular
79,33,170.18,XXXL,27.27784471,Curvy
58,27,175.26,S,18.88262546,Regular
54,28,160.02,S,21.08847755,Regular
52,32,167.64,XXS,18.50325096,Slim
63,31,167.64,L,22.41740021,Regular
68,37,170.18,L,23.4796638,Regular
58,31,165.1,M,21.27814907,Regular
56,41,162.56,M,21.19144863,Regular
52,28,160.02,XXS,20.30742283,Regular
70,29,149.86,XL,31.16926659,Curvy
70,28,165.1,XXXL,25.68052473,Curvy
61,33,160.02,L,23.82216909,Regular
56,44,162.56,M,21.19144863,Regular
56,20,157.48,L,22.58069032,Regular
52,30,162.56,XXS,19.67777373,Regular
56,36,154.94,S,23.32710927,Regular
74,29,162.56,XL,28.00298569,Curvy
56,56,167.64,L,19.92657796,Slim
49,37,162.56,XXS,18.54251755,Slim
45,43,157.48,XXS,18.14519758,Slim
54,31,170.18,S,18.64561537,Slim
54,29,165.1,L,19.81069051,Regular
68,34,157.48,XL,27.41940968,Curvy
55,25,160.02,M,21.47900491,Regular
54,44,162.56,M,20.43461118,Regular
68,29,154.94,XL,28.32577554,Curvy
63,32,167.64,M,22.41740021,Regular
51,47,165.1,XXS,18.71009659,Slim
54,34,162.56,S,20.43461118,Regular
74,37,172.72,XXXL,24.80541293,Regular
70,44,170.18,XL,24.17024215,Regular
90,52,170.18,XXXL,31.07602562,Curvy
65,27,172.72,L,21.78853839,Regular
57,35,162.56,M,21.56986736,Regular
73,48,172.72,XXXL,24.47020465,Regular
56,31,160.02,M,21.86953228,Regular
65,30,167.64,L,23.12906371,Regular
77,30,182.88,XXXL,23.02280839,Regular
75,38,182.88,XXXL,22.42481337,Regular
54,43,170.18,S,18.64561537,Slim
49,69,162.56,XXS,18.54251755,Slim
53,32,162.56,XXS,20.05619246,Regular
61,38,180.34,XL,18.75623668,Slim
58,28,172.72,S,19.44208041,Regular
52,25,154.94,L,21.66088718,Regular
63,33,172.72,M,21.11812182,Regular
68,35,162.56,XXXL,25.73247334,Curvy
56,43,170.18,M,19.33619372,Slim
53,33,172.72,S,17.76603899,Slim
50,40,160.02,S,19.5263681,Slim
81,40,162.56,XXXL,30.65191677,Curvy
64,29,160.02,M,24.99375117,Curvy
53,29,157.48,S,21.37101048,Regular
60,36,167.64,M,21.34990496,Regular
61,30,170.18,L,21.06263959,Regular
